"exp_name","exp_id","config_id","num_machines","time","num","machine_id","disk_id","disk_name","disk_count","disk_speed","disk_cost","disk_size","vm_id","vm_name","ram","cpu_count","vm_speed","vm_cost"
"terasort","14","57","8","881.56","1","12","3","local","3","fast","0.0","500.0","9","i2.2xlarge","61.0","8","slow","1.876"
"terasort","14","58","4","3714.58","1","5","2","local","2","fast","0.0","500.0","4","i2.xlarge","30.5","4","slow","0.938"
"terasort","14","60","32","890.17","1","7","1","ebs","2","slow","0.12","500.0","13","m4.large","8.0","2","slow","0.147"
"terasort","14","61","8","3668.85","1","7","1","ebs","2","slow","0.12","500.0","13","m4.large","8.0","2","slow","0.147"
"terasort","14","62","16","880.72","1","8","1","ebs","2","slow","0.12","500.0","10","m4.xlarge","16.0","4","slow","0.294"
"terasort","14","63","4","4161.82","1","8","1","ebs","2","slow","0.12","500.0","10","m4.xlarge","16.0","4","slow","0.294"
"terasort","14","65","8","3854.07","1","10","1","ebs","2","slow","0.12","500.0","2","r3.large","15.25","2","slow","0.195"
"terasort","14","66","4","5638.02","1","11","1","ebs","2","slow","0.12","500.0","6","r3.xlarge","30.5","4","slow","0.39"
"terasort","14","67","24","584.11","1","3","1","ebs","2","slow","0.12","500.0","11","c4.xlarge","7.5","4","fast","0.276"
"terasort","14","69","24","570.94","1","8","1","ebs","2","slow","0.12","500.0","10","m4.xlarge","16.0","4","slow","0.294"
"terasort","14","70","12","684.02","1","9","1","ebs","2","slow","0.12","500.0","14","r3.2xlarge","61.0","8","slow","0.78"
"terasort","14","71","12","730.94","1","1","1","ebs","2","slow","0.12","500.0","12","c4.2xlarge","15.0","8","fast","0.552"
"terasort","14","72","40","620.44","1","2","1","ebs","2","slow","0.12","500.0","7","c4.large","3.75","2","fast","0.138"
"terasort","14","73","48","528.26","1","2","1","ebs","2","slow","0.12","500.0","7","c4.large","3.75","2","fast","0.138"
"terasort","14","74","56","463.58","1","2","1","ebs","2","slow","0.12","500.0","7","c4.large","3.75","2","fast","0.138"
"terasort","14","75","12","548.22","1","12","3","local","3","fast","0.0","500.0","9","i2.2xlarge","61.0","8","slow","1.876"
"terasort","14","76","12","673.61","1","6","1","ebs","2","slow","0.12","500.0","8","m4.2xlarge","32.0","8","slow","0.588"
"terasort","14","77","8","1116.21","1","6","1","ebs","2","slow","0.12","500.0","8","m4.2xlarge","32.0","8","slow","0.588"
"terasort","14","78","48","592.67","1","7","1","ebs","2","slow","0.12","500.0","13","m4.large","8.0","2","slow","0.147"
"terasort","14","79","24","1211.38","1","10","1","ebs","2","slow","0.12","500.0","2","r3.large","15.25","2","slow","0.195"
"terasort","14","80","48","623.9","1","10","1","ebs","2","slow","0.12","500.0","2","r3.large","15.25","2","slow","0.195"
"terasort","14","81","24","770.87","1","11","1","ebs","2","slow","0.12","500.0","6","r3.xlarge","30.5","4","slow","0.39"
