_id/$oid,n_workers,timestamp,learning_rate,batch_size,synchronism,training_time,n_ps,acc,vm_flavor,total_iterations,intermediate_acc_values
5b86e8a0cf5c9b0577c49fcd,1,2018-08-29 18:40:33,0.00001,256,async,303.763432,1,0.8547999859,t2.2xlarge,4132,0.2794 0.4234 0.5352 0.6282 0.6942 0.763 0.7946 0.8138 0.8358 0.8548
5b86e8e3cf5c9b05ae6fb3af,1,2018-08-29 18:41:39,0.0001,256,async,60.7019701,1,0.9150000215,t2.2xlarge,807,0.8354 0.915
5b86e908cf5c9b05dbac65ef,1,2018-08-29 18:42:17,0.001,256,async,30.40092301,1,0.9606000185,t2.2xlarge,407,0.9606
5b86ea5ccf5c9b060b7f1df2,1,2018-08-29 18:47:56,0.00001,16,async,333.48545,1,0.8605999947,t2.2xlarge,13143,0.357 0.5254 0.6186 0.6992 0.7456 0.7722 0.792 0.8286 0.8432 0.8442 0.8606
5b86ea9fcf5c9b064069b3e3,1,2018-08-29 18:49:03,0.0001,16,async,60.70418096,1,0.8902000189,t2.2xlarge,2309,0.8082 0.8902
5b86eac4cf5c9b066dc077c8,1,2018-08-29 18:49:40,0.001,16,async,30.39228296,1,0.9322000146,t2.2xlarge,1192,0.9322
5b86eba9b5c7a3056edeb269,2,2018-08-29 18:53:30,0.00001,256,async,152.318104,1,0.8608000278,t2.2xlarge,4116,0.427 0.64 0.756 0.8266 0.8608
5b86ebceb5c7a305a0018674,2,2018-08-29 18:54:06,0.0001,256,async,30.39121914,1,0.896600008,t2.2xlarge,802,0.8966
5b86ebf2b5c7a305cca131ea,2,2018-08-29 18:54:42,0.001,256,async,30.39484811,1,0.9693999887,t2.2xlarge,800,0.9694
5b86ecaeb5c7a305f91ba98f,2,2018-08-29 18:57:50,0.00001,16,async,181.902442,1,0.8659999967,t2.2xlarge,14152,0.5338 0.6834 0.7504 0.8146 0.8346 0.866
5b86ecd4b5c7a3062aa5e768,2,2018-08-29 18:58:28,0.0001,16,async,30.39371181,1,0.8784000278,t2.2xlarge,2243,0.8784
5b86ecf8b5c7a3065a7d1d27,2,2018-08-29 18:59:05,0.001,16,async,30.39262509,1,0.9629999995,t2.2xlarge,2303,0.963
5b86eda45bdb9705735f401d,4,2018-08-29 19:01:57,0.00001,256,async,91.22918701,1,0.875,t2.2xlarge,4819,0.6558 0.8144 0.875
5b86edca5bdb9705a8ce9f5b,4,2018-08-29 19:02:34,0.0001,256,async,30.39151812,1,0.9110000134,t2.2xlarge,1631,0.911
5b86edee5bdb9705d86209d3,4,2018-08-29 19:03:10,0.001,256,async,30.39493799,1,0.9743999839,t2.2xlarge,1609,0.9744
5b86ee4f5bdb9706048360ae,4,2018-08-29 19:04:47,0.00001,16,async,91.0106678,1,0.8655999899,t2.2xlarge,13552,0.6716 0.8064 0.8656
5b86ee745bdb97063348f697,4,2018-08-29 19:05:24,0.0001,16,async,30.39112592,1,0.9265999794,t2.2xlarge,4344,0.9266
5b86ee985bdb97066319f6b9,4,2018-08-29 19:06:00,0.001,16,async,30.39295101,1,0.9692000151,t2.2xlarge,4494,0.9692
